name,ver,size,deps,reqBy,reason,installed,desc
"egl-gbm","1.1.3-1",28126,"eglexternalplatform glibc mesa libdrm","","1","1768657448","The GBM EGL external platform library"
"fluidsynth","2.5.3-1",774289,"gcc-libs glibc sdl3 alsa-lib libasound.so=2-64 dbus libdbus-1.so=3-64 glib2 libglib-2.0.so=0-64 libgmodule-2.0.so=0-64 jack libjack.so=0-64 libpipewire libpipewire-0.3.so=0-64 libpulse libpulse-simple.so=0-64 libsndfile libsndfile.so=1-64 portaudio libportaudio.so=2-64 readline libreadline.so=8-64 systemd-libs libsystemd.so=0-64","","1","1772802694","A real-time software synthesizer based on the SoundFont 2 specifications"
"npm","11.11.0-1",7855272,"node-gyp nodejs>=20.17.0 nodejs-nopt semver","","","1772802694","JavaScript package manager"
"python-dateutil","2.9.0-8",1079642,"python-six","","1","1768133966","Provides powerful extensions to the standard datetime module"
"libva","2.22.0-1",1015893,"libdrm libgl libx11 libxext libxfixes wayland","","1","1760794778","Video Acceleration (VA) API for Linux"
"spdlog","1.17.0-2",720860,"glibc libfmt.so=12-64 libgcc libstdc++","","1","1771691681","Very fast, header-only/compiled, C++ logging library"
"diffutils","3.12-2",1576440,"glibc bash","","1","1760765882","Utility programs used for creating patch files"
"kdbusaddons","6.23.0-1",237216,"gcc-libs glibc qt6-base","","1","1771691677","Addons to QtDBus"
"meson","1.10.1-1",16829794,"bash ninja python python-tqdm","","1","1768835745","High productivity build system"
"gst-plugins-base-libs","1.28.1-1",13279262,"gstreamer=1.28.1-1 glib2 glibc graphene iso-codes libdrm libglvnd libgudev libjpeg-turbo libpng libx11 libxcb libxext libxi libxv mesa orc wayland zlib","","1","1772285549","Multimedia graph framework - base"
"shaderc","2026.1-2",706692,"glibc glslang libgcc libstdc++ spirv-tools","","1","1772285549","Collection of tools, libraries and tests for shader compilation"
"less","1:692-1",323511,"glibc ncurses pcre2","","1","1770690752","A terminal based program for viewing text files"
"gtkmm3","3.24.10-1",9777115,"atkmm cairomm gcc-libs gdk-pixbuf2 glib2 glibc glibmm gtk3 libsigc++ pangomm libatkmm-1.6.so=1-64 libcairomm-1.0.so=1-64 libglibmm-2.4.so=1-64 libpangomm-1.4.so=1-64 libsigc-2.0.so=0-64","","1","1760794840","C++ bindings for GTK+ 3"
"dav1d","1.5.3-1",1863826,"glibc","","1","1767444778","AV1 cross-platform decoder focused on speed and correctness"
"pcre2","10.47-1",7337801,"bzip2 glibc readline zlib","","1","1761416032","A library that implements Perl 5-style regular expressions. 2nd version"
"usbutils","019-1",386695,"glibc hwdata libusb libusb-1.0.so=0-64 systemd-libs libudev.so=1-64","","","1763606036","A collection of USB tools to query connected USB devices"
"libasyncns","1:0.8+r3+g68cd5af-3",49043,"glibc","","1","1760794778","A C library for executing name service queries asynchronously"
"opencl-nvidia","590.48.01-4",94493030,"zlib","","1","1771691681","OpenCL implemention for NVIDIA"
"xcb-util-errors","1.0.1-2",46880,"libxcb","","1","1760832369","XCB errors library"
"libpgm","5.3.128-3",365924,"glibc","","1","1760794779","Library implementing the Pragmatic General Multicast (PGM, RFC3208) reliable transport protocol (OpenPGM)"
"libdecor","0.2.5-1",169749,"wayland pango dbus","","1","1766455300","Client-side decorations library for Wayland clients"
"libsm","1.2.6-1",271759,"libice util-linux-libs xorgproto glibc","","1","1760794933","X11 Session Management library"
"libblockdev-smart","3.4.0-2",122697,"glib2 libglib-2.0.so=0-64 glibc json-glib libatasmart libblockdev=3.4.0 libbd_utils.so=3-64","","1","1768133967","A library for manipulating block devices - S.M.A.R.T. support"
"python-jmespath","1.1.0-1",230567,"python","","1","1769309372","A query language for JSON"
"source-highlight","3.1.9-16",3401735,"bash boost-libs","","1","1767310491","Convert source code to syntax highlighted document"
"python-yaml","6.0.3-2",1010944,"glibc libyaml python","","1","1768133966","Python bindings for YAML, using fast libYAML library"
"libpulse","17.0+r98+gb096704c0-1",1535300,"bash dbus glib2 glibc libasyncns libsndfile libxcb systemd-libs","","1","1766455298","A featureful, general-purpose sound server (client library)"
"libcerf","1:3.3-1",209794,"gcc-libs glibc","","1","1770434335","Self-contained numeric library that provides an efficient and accurate implementation of complex error functions"
"mako","1.10.0-1",138465,"cairo gdk-pixbuf2 glib2 glibc pango systemd-libs wayland","","","1760794839","Lightweight notification daemon for Wayland"
"libavif","1.4.0-1",885305,"aom dav1d glibc libgcc libjpeg-turbo libpng libstdc++ libwebp libxml2 libyuv rav1e svt-av1","","1","1772802694","Library for encoding and decoding .avif files"
"python-pkg_resources","81.0.0-1",523018,"python python-packaging python-jaraco.text python-platformdirs python-typing_extensions","","1","1771691681","Temporary stub of pkg_resources for Arch Linux"
"sonnet","6.23.0-1",1717274,"gcc-libs glibc qt6-base","","1","1771691680","Spelling framework for Qt"
"libxml2","2.15.2-1",3141925,"bash glibc icu readline zlib libicuuc.so=78-64","","1","1772802692","XML C parser and toolkit"
"libedit","20250104_3.1-1",275416,"glibc libncursesw.so=6-64 ncurses","","1","1760793380","Command line editor library providing generic line editing, history, and tokenization functions"
"bear","4.0.4-1",4305688,"glibc libgcc","","","1772285548","A tool to generate compilation database for clang tooling"
"c-ares","1.34.6-1",533090,"glibc","","1","1766455299","A C library for asynchronous DNS requests"
"dolphin","25.12.3-1",16011622,"baloo baloo-widgets gcc-libs glibc kbookmarks kcmutils kcodecs kcolorscheme kcompletion kconfig kconfigwidgets kcoreaddons kcrash kdbusaddons kfilemetadata kguiaddons ki18n kiconthemes kio kio-extras kjobwidgets knewstuff knotifications kparts kservice ktextwidgets kuserfeedback kwidgetsaddons kwindowsystem kxmlgui qt6-base qt6-multimedia solid","","","1772802694","KDE File Manager"
"xorg-xauth","1.1.5-1",49486,"libxmu libxau libxext libx11 glibc","","1","1767835911","X.Org authorization settings program"
"wev","1.1.0-1",45289,"wayland libxkbcommon","","","1763905645","A tool for debugging wayland events on a Wayland window, analagous to the X11 tool xev"
"libcap","2.77-1",2094968,"glibc pam","","1","1762222212","POSIX 1003.1e capabilities"
"iana-etc","20260225-2",4199924,"","","1","1772285548","/etc/protocols and /etc/services provided by IANA"
"bubblewrap","0.11.0-2",99324,"glibc libcap libgcc","","1","1772285548","Unprivileged sandboxing tool"
"gc","8.2.12-1",800003,"gcc-libs","","1","1770468720","A garbage collector for C and C++"
"python-filelock","3.24.0-1",260434,"python","","1","1771691681","A platform-independent file lock"
"mtdev","1.1.7-1",52737,"glibc","","1","1760794778","A stand-alone library which transforms all variants of kernel MT events to the slotted type B protocol"
"curl","8.18.0-3",2219759,"ca-certificates brotli libbrotlidec.so=1-64 krb5 libgssapi_krb5.so=2-64 libidn2 libidn2.so=0-64 libnghttp2 libnghttp2.so=14-64 libnghttp3 libnghttp3.so=9-64 libngtcp2 libngtcp2.so=16-64 libpsl libpsl.so=5-64 libssh2 libssh2.so=1-64 openssl libcrypto.so=3-64 libssl.so=3-64 zlib libz.so=1-64 zstd libzstd.so=1-64","","1","1769654415","command line tool and library for transferring data with URLs"
"expat","2.7.4-1",482176,"glibc","","1","1770172976","An XML parser library"
"libdvdread","7.0.1-1",376014,"glibc","","1","1762866261","Library for reading DVD video disks"
"gnupg","2.4.9-1",10781728,"glibc gnutls libgcrypt libgpg-error libksba libldap libusb pinentry sh sqlite tpm2-tss zlib bzip2 libbz2.so=1.0-64 libassuan libassuan.so=9-64 npth libnpth.so=0-64 readline libreadline.so=8-64","","1","1767444778","Complete and free implementation of the OpenPGP standard"
"libvpl","2.16.0-2",1021326,"glibc libgcc libstdc++","","1","1771691677","Intel Video Processing Library"
"libxv","1.0.13-1",61659,"libxext libx11 glibc xorgproto","","1","1760793800","X11 Video extension library"
"gnuplot","6.0.4-1",3772116,"cairo gcc-libs gd glib2 glibc gtk3 libcaca libcerf libwebp libx11 lua pango qt6-5compat qt6-base qt6-svg readline wxwidgets-common wxwidgets-gtk3","","","1770434335","Plotting package which outputs to X11, PostScript, PNG, GIF, and others"
"vid.stab","1.1.1-2",145723,"gcc-libs glibc","","1","1760794779","Video stabilization library"
"libatomic","15.2.1+r604+g0b99615a8aef-1",38092,"glibc>=2.27","","1","1771691676","GNU Atomic library shipped by GCC"
"libxmu","1.3.1-1",356077,"libxext libxt libx11 xorgproto glibc","","1","1769908517","X11 miscellaneous micro-utility library"
"openal","1.25.1-1",2751131,"gcc-libs glibc","","1","1769309372","Cross-platform 3D audio library, software implementation"
"gflags","2.2.2-5",1086849,"gcc-libs","","1","1766961465","C++ Library for commandline flag processing"
"python-colorama","0.4.6-6",267373,"python","","1","1768133966","Python API for cross-platform colored terminal text."
"libasan","15.2.1+r604+g0b99615a8aef-1",1875724,"glibc>=2.27","","1","1771691676","Address Sanitizer runtime library shipped by GCC"
"procps-ng","4.0.6-1",2659523,"glibc ncurses libncursesw.so=6-64 systemd-libs","","1","1769908517","Utilities for monitoring your system and its processes"
"hyprwire","0.3.0-1",523572,"gcc-libs glibc hyprutils libhyprutils.so=10-64 libffi libffi.so=8-64 pugixml","","1","1770468720","A fast and consistent wire protocol for IPC"
"gssdp","1.6.4-1",249073,"gcc-libs glib2 glibc libsoup3 libglib-2.0.so=0-64 libgobject-2.0.so=0-64 libgio-2.0.so=0-64 libsoup-3.0.so=0-64","","1","1760794778","GObject-based API for handling resource discovery and announcement over SSDP"
"libpaper","2.2.7-1",163189,"glibc","","1","1765025755","Library for handling paper characteristics"
"ghostty-shell-integration","1.2.3-3",61036,"","","1","1771691679","Shell integration scripts for ghostty"
"pciutils","3.14.0-1",407125,"glibc hwdata kmod","","1","1760765879","PCI bus configuration space access library and tools"
"noto-fonts-cjk","20240730-1",313299069,"","","","1760803882","Google Noto CJK fonts"
"libsasl","2.1.28-5",528563,"glibc gdbm libgdbm.so=6-64 openssl libcrypto.so=3-64","","1","1760765879","Cyrus Simple Authentication Service Layer (SASL) library"
"portaudio","1:19.7.0-3",344999,"gcc-libs glibc alsa-lib libasound.so=2-64 jack libjack.so=0-64","","1","1760794778","A free, cross-platform, open source, audio I/O library."
"kio-extras","25.12.3-1",7637108,"gcc-libs glibc karchive kcmutils kconfig kcoreaddons kdbusaddons kdnssd kdsoap-qt6 kdsoap-ws-discovery-client ki18n kio knotifications kservice kwidgetsaddons libimobiledevice libkexiv2 libmtp libplist libproxy libssh libtirpc libxcursor plasma-activities qt6-base qt6-svg ripgrep-all sh smbclient solid syntax-highlighting","","1","1772802694","Additional components to increase the functionality of KIO"
"libsixel","1.10.5-1",422443,"curl gdk-pixbuf2 glib2 glibc libjpeg-turbo libpng","","1","1770434490","Provides a codec for DEC SIXEL graphics and some converter programs"
"libxdmcp","1.1.5-1",135580,"glibc xorgproto","","1","1760793380","X11 Display Manager Control Protocol library"
"libdovi","3.3.2-1",618503,"gcc-libs glibc","","1","1760794778","Library to read and write Dolby Vision metadata"
"xdg-desktop-portal","1.20.3-2",1861093,"fuse3 gcc-libs gdk-pixbuf2 glib2 glibc gstreamer gst-plugins-base-libs json-glib libgudev libpipewire pipewire rtkit systemd systemd-libs","","1","1764036660","Desktop integration portals for sandboxed apps"
"libnghttp3","1.15.0-1",265592,"glibc","","1","1769309371","HTTP/3 library written in C"
"libcdio","2.3.0-1",922981,"gcc-libs glibc ncurses","","1","1767444778","GNU Compact Disc Input and Control Library"
"kxmlgui","6.23.0-1",3833556,"gcc-libs glibc kconfig kconfigwidgets kcoreaddons kglobalaccel kguiaddons ki18n kiconthemes kitemviews kwidgetsaddons qt6-base","","1","1771691680","User configurable main windows"
"perl-ipc-run","20250809.0-1",286760,"perl perl-io-tty","","1","1763301816","IPC::Run - system() and background procs w/ piping, redirs, ptys"
"chromaprint","1.6.0-2",139687,"gcc-libs glibc libavcodec.so=62-64 libavformat.so=62-64 libavutil.so=60-64 libswresample.so=6-64","","1","1761447775","Library for extracting fingerprints from any audio source"
"mdadm","4.5-2",1068054,"glibc systemd","","1","1772285550","A tool for managing/monitoring Linux md device arrays, also known as Software RAID"
"fuse-common","3.18.1-1",725,"","","1","1769908516","Common files for fuse2/3 packages"
"libpfm","4.13.0+r83+g91970fe-1",2609159,"glibc","","1","1767309041","Library to encode performance events for use by perf tool"
"hyprland","0.54.1-1",63362860,"cairo aquamarine libaquamarine.so=9-64 gcc-libs glibc glib2 libgio-2.0.so=0-64 libgobject-2.0.so=0-64 glslang hyprcursor libhyprcursor.so=0-64 hyprgraphics libhyprgraphics.so=4-64 hyprland-guiutils hyprlang libhyprlang.so=2-64 hyprutils libhyprutils.so=10-64 hyprwayland-scanner hyprwire libhyprwire.so=3-64 libdisplay-info libdisplay-info.so libdrm libglvnd libEGL.so=1-64 libGLESv2.so=2-64 libOpenGL.so libinput libliftoff libliftoff.so libx11 libxcb libxcomposite libxcursor libxfixes libxkbcommon libxkbcommon.so=0-64 libxrender mesa muparser opengl-driver pango libpango-1.0.so=0-64 libpangocairo-1.0.so=0-64 pixman libpixman-1.so=0-64 re2 libre2.so=11-64 seatd libseat.so systemd-libs libsystemd.so tomlplusplus libtomlplusplus.so=3-64 libudev.so util-linux-libs libuuid.so=1-64 wayland libwayland-client.so libwayland-server.so=0-64 wayland-protocols xcb-proto xcb-util xcb-util-errors xcb-util-image xcb-util-keysyms xcb-util-renderutil xcb-util-wm xorg-xwayland","","","1772802694","a highly customizable dynamic tiling Wayland compositor"
"xcb-util","0.4.1-2",35257,"libxcb glibc","","1","1760794840","Utility libraries for XC Binding"
"giflib","5.2.2-2",286697,"glibc","","1","1760793800","Library for reading and writing gif images"
"strawberry","1.2.18-1",13513505,"alsa-lib chromaprint fftw gcc-libs gdk-pixbuf2 glib2 glibc gst-plugins-base gst-plugins-base-libs gst-plugins-good gstreamer icu kdsingleapplication libcdio libebur128 libgpod libmtp libpulse libx11 qt6-base sqlite taglib udisks2","","","1770172978","A music player aimed at audio enthusiasts and music collectors"
"perf","6.19.6-1",24412590,"glibc perl python slang elfutils libunwind binutils numactl audit coreutils glib2 xz zlib libelf bash zstd libcap libtraceevent openssl libsframe.so llvm-libs libpfm","","","1772802695","Linux kernel performance auditing tool"
"ldb","2:4.23.6-1",2235890,"libtevent.so=0-64 lmdb popt talloc tdb libtdb.so=1-64","","1","1772802694","Schema-less, ldap like, API and database"
"gst-plugins-bad","1.28.1-1",3942568,"gst-plugins-bad-libs=1.28.1-1 gst-plugins-base-libs=1.28.1-1 gstreamer=1.28.1-1 aom bzip2 cairo chromaprint curl faac faad2 fluidsynth glib2 glibc gsm imath json-glib lcms2 libass libavtp libbs2b libdc1394 libdca libde265 libdvdnav libdvdread libfdk-aac libfreeaptx libgcc libgme liblc3 libldac liblrdf libltc libmicrodns libmodplug libmpcdec libopenmpt librsvg libsndfile libsrtp libstdc++ libwebp libxml2 lilv mjpegtools neon nettle openal openexr openh264 openjpeg2 openssl opus pango qrencode rtmpdump sbc soundtouch spandsp srt svt-av1 svt-hevc webrtc-audio-processing-1 wildmidi x265 zbar zvbi zxing-cpp","","","1772285549","Multimedia graph framework - bad plugins"
"baloo-widgets","25.12.3-1",511764,"gcc-libs glibc baloo kconfig kcoreaddons kfilemetadata ki18n kio kservice kwidgetsaddons qt6-base","","1","1772802693","Widgets for Baloo"
"libcloudproviders","0.4.0-1",332336,"gcc-libs glib2 glibc","","1","1767835910","DBus API that allows cloud storage sync clients to expose their services"
"libsigc++","2.12.1-2",1193432,"gcc-libs glibc","","1","1766455300","Callback Framework for C++"
"hicolor-icon-theme","0.18-1",55627,"","","1","1760793797","Freedesktop.org Hicolor icon theme"
"libjpeg-turbo","3.1.3-1",2537876,"glibc","","1","1768360851","JPEG image codec with accelerated baseline compression and decompression"
"libxkbcommon","1.13.1-1",1081358,"glibc libxml2 xkeyboard-config","","1","1765025755","Keymap handling library for toolkits and window systems"
"pacman-mirrorlist","20260213-1",27406,"","","1","1771691681","Arch Linux mirror list for use by pacman"
"tevent","1:0.17.1-2",222984,"talloc","","1","1768133968","Event system based on the talloc memory management library"
"slang","2.3.3-4",3527887,"pcre glibc zlib","","1","1760832001","S-Lang is a powerful interpreted language"
"ttf-jetbrains-mono","2.304-2",7801607,"","","","1765632017","Typeface for developers, by JetBrains"
"aws-c-common","0.12.6-1",989076,"glibc","","1","1766961465","Core c99 package for AWS SDK for C. Includes cross-platform primitives, configuration, data structures, and error handling"
"lshw","B.02.20-3",8483974,"hwdata","","","1771691680","A small tool to provide detailed information on the hardware configuration of the machine."
"libblockdev-part","3.4.0-2",42896,"glib2 libglib-2.0.so=0-64 glibc libblockdev=3.4.0 libbd_utils.so=3-64 util-linux-libs libfdisk.so=1-64","","1","1768133967","A library for manipulating block devices - partitioning support"
"libgme","0.6.4-1",330199,"gcc-libs glibc zlib","","1","1761447775","Video game music file emulation/playback library"
"fuse2","2.9.9-5",462538,"glibc fuse-common","","1","1764336025","Interface for userspace programs to export a filesystem to the Linux kernel"
"dotslash","0.5.8-1",1562572,"glibc","","1","1766455300","Command-line tool to facilitate fetching an executable, caching it, and then running it"
"libid3tag","0.16.4-1",108437,"glibc zlib","","1","1772285549","ID3 tag manipulation library"
"taglib","2.2-1",2328295,"glibc libgcc libstdc++ sh zlib","","1","1771691677","A Library for reading and editing the meta-data of several popular audio formats"
"python-more-itertools","10.8.0-2",762944,"python","","1","1768133969","More routines for operating on iterables, beyond itertools"
"libsysprof-capture","49.0-2",275640,"","","1","1771691676","Kernel based performance profiler - capture library"
"grpc","1.76.0-4",26417445,"glibc gcc-libs zlib systemd-libs c-ares protobuf openssl re2 abseil-cpp","","1","1768133968","High performance, open source, general RPC framework that puts mobile and HTTP/2 first."
"kglobalaccel","6.23.0-1",297303,"gcc-libs glibc qt6-base","","1","1771691680","Add support for global workspace shortcuts"
"aws-sdk-cpp-s3","1.11.749-1",19054299,"aws-c-auth aws-c-common aws-c-http aws-c-io aws-c-s3 aws-crt-cpp aws-sdk-cpp-core gcc-libs glibc","","1","1771691676","AWS SDK for C++ - S3 libraries"
"libblockdev-swap","3.4.0-2",20363,"gcc-libs glib2 libglib-2.0.so=0-64 glibc libblockdev=3.4.0 libbd_utils.so=3-64 util-linux-libs libblkid.so=1-64","","1","1768133967","A library for manipulating block devices - swap device support"
"ninja","1.13.2-3",433251,"glibc libgcc libstdc++","","1","1771691680","Small build system with a focus on speed"
"python-importlib-metadata","8.7.1-3",265618,"python python-zipp","","1","1768133969","Read metadata from Python packages"
"libxss","1.2.5-1",27118,"libxext libx11 glibc xorgproto","","1","1760803233","X11 Screen Saver extension library"
"kakoune","2025.06.03-3",3373069,"gcc-libs","","","1760765987","Multiple-selection, UNIX-flavored modal editor"
"polkit","127-3",2042920,"duktape expat glib2 glibc pam systemd systemd-libs","","1","1767444779","Application development toolkit for controlling system-wide privileges"
"libblockdev-nvme","3.4.0-2",79684,"glib2 libglib-2.0.so=0-64 glibc libblockdev=3.4.0 libbd_utils.so=3-64 libnvme","","1","1768133967","A library for manipulating block devices - NVME support"
"xorg-xlsclients","1.1.5-2",21983,"libxcb","","","1761328477","List client applications running on a display"
"numactl","2.0.19-1",246970,"glibc","","1","1767309041","Simple NUMA policy support"
"vmaf","3.0.0-2",6703714,"glibc libgcc libstdc++","","1","1771691677","Perceptual video quality assessment algorithm based on multi-method fusion"
"libp11-kit","0.26.2-1",3366148,"glibc libffi libtasn1","","1","1770690751","Loads and enumerates PKCS#11 modules (library)"
"polkit-qt6","0.200.0-1",363836,"gcc-libs glib2 glibc polkit qt6-base","","1","1763313617","A library that allows developers to access PolicyKit API with a nice Qt-style API"
"egl-x11","1.0.4-1",147679,"eglexternalplatform glibc libdrm libx11 libxcb mesa","","1","1766455297","NVIDIA XLib and XCB EGL Platform Library"
"libcolord","1.4.8-1",1299722,"gcc-libs glib2 glibc lcms2 systemd-libs","","1","1760793800","System daemon for managing color devices (client library)"
"python-jaraco.text","4.0.0-4",87306,"python python-jaraco.functools python-jaraco.context python-autocommand python-more-itertools","","1","1768133969","Module for text manipulation"
"libepoxy","1.5.10-3",2766939,"glibc libglvnd libx11","","1","1760793800","Library handling OpenGL function pointer management"
"xkeyboard-config","2.47-1",10727958,"","","1","1772285548","X keyboard configuration files"
"libadwaita","1:1.8.4-1",5406272,"appstream fribidi glib2 glibc graphene gtk4 pango libgtk-4.so=1-64","","1","1770172978","Building blocks for modern adaptive GNOME applications"
"libcap-ng","0.9-1",122650,"glibc","","1","1768360851","A library for Linux that makes using posix capabilities easy"
"media-player-info","26-1",183512,"systemd","","1","1763313617","Data files describing media player capabilities, mostly of mass-storage devices"
"libxxf86vm","1.1.7-1",36266,"libxext libx11 glibc xorgproto","","1","1769654415","X11 XFree86 video mode extension library"
"libcaca","0.99.beta20-6",2722880,"freeglut gcc-libs glibc glu imlib2 libglvnd libx11 ncurses slang zlib","","1","1768133968","Color ASCII art library"
"libtsan","15.2.1+r604+g0b99615a8aef-1",1478436,"glibc>=2.27","","1","1771691676","Thread Sanitizer runtime library shipped by GCC"
"python-pygments","2.19.2-3",16044201,"python","","1","1768133969","Python syntax highlighter"
"libbsd","0.12.2-2",343936,"glibc libmd","","1","1760794840","Provides useful functions commonly found on BSD systems like strlcpy()"
"gdb","17.1-2",32490001,"bash expat gcc-libs gdb-common=17.1 glibc gmp guile libelf liblzma.so=5-64 libmpfr.so=6-64 libncursesw.so=6-64 libreadline.so=8-64 libxxhash.so=0-64 libzstd.so=1-64 mpfr ncurses python readline source-highlight xxhash xz zstd","","","1768133968","The GNU Debugger"
"libcups","2:2.4.16-2",807829,"gnutls avahi glibc zlib sh","","1","1771691676","OpenPrinting CUPS - client libraries and headers"
"python-pyasn1","0.6.1-2",1280367,"python","","1","1768133966","ASN.1 library for Python 3"
"rhash","1.4.6-1",358901,"glibc","","1","1761416034","Utility for verifying hash sums of files"
"arrow","23.0.1-1",43849434,"abseil-cpp apache-orc aws-crt-cpp aws-sdk-cpp-core aws-sdk-cpp-iam aws-sdk-cpp-s3 brotli bzip2 glibc google-glog grpc libgcc libstdc++ libutf8proc lz4 openssl protobuf re2 snappy thrift zlib zstd","","1","1771903271","Columnar in-memory analytics layer for big data."
"libb2","0.98.1-3",133780,"gcc-libs glibc","","1","1760830184","C library providing BLAKE2b, BLAKE2s, BLAKE2bp, BLAKE2sp hash functions"
"openexr","3.4.6-1",3760831,"glibc imath libdeflate libgcc libstdc++ openjph","","1","1772802695","A high dynamic-range image file format library"
"python-pandas","2.3.3-2",115669607,"python-numpy python-dateutil python-pytz","","1","1771691681","High-performance, easy-to-use data structures and data analysis tools for Python"
"xorgproto","2025.1-1",1540891,"","","1","1766455297","combined X.Org X11 Protocol headers"
"python-cuda-bindings","13.1.1-4",158061571,"cuda glibc libgcc libstdc++ python python-cuda-pathfinder","","1","1771691681","Python interface for CUDA provided by NVIDIA"
"sqlite","3.51.2-1",18250979,"readline zlib glibc","","1","1768133965","A C library that implements an SQL database engine"
"nvidia-settings","590.48.01-1",1612176,"jansson gtk3 libxv libvdpau nvidia-utils libxnvctrl","","","1766455300","Tool for configuring the NVIDIA graphics driver"
"python-s3transfer","0.16.0-2",1003595,"python python-botocore","","1","1768133966","Amazon S3 Transfer Manager for Python"
"iputils","20250605-1",681015,"libcap libidn2","","1","1760765881","Network monitoring tools, including ping"
"linux-firmware-radeon","20260221-1",2411545,"linux-firmware-whence","","1","1772285550","Firmware files for Linux - Firmware for ATI Radeon GPUs"
"fontconfig","2:2.17.1-1",1177352,"bash expat freetype2 glibc libexpat.so=1-64 libfreetype.so=6-64","","1","1760793797","Library for configuring and customizing font access"
"aws-c-sdkutils","0.2.4-1",131176,"aws-c-common glibc","","1","1766961465","AWS SDK utility library"
"fmt","12.1.0-2",736780,"glibc libgcc libstdc++","","1","1772802694","Open-source formatting library for C++"
"libsidplayfp","2.16.1-1",588800,"glibc libgcc libstdc++ libgcrypt","","1","1771691680","Library to play Commodore 64 music"
"openjpeg2","2.5.4-1",14020246,"libpng libtiff lcms2 glibc","","1","1760794778","An open source JPEG 2000 codec, version 2.5.4"
"cifs-utils","7.4-1",295069,"keyutils krb5 pam libcap-ng libwbclient talloc","","1","1763313617","CIFS filesystem user-space tools"
"attica","6.23.0-1",883643,"gcc-libs glibc qt6-base","","1","1771691677","Qt library that implements the Open Collaboration Services API"
"svt-hevc","1.5.1-3",2333823,"glibc","","1","1767561070","Scalable Video Technology HEVC encoder"
"wavpack","5.9.0-1",940220,"glibc","","1","1769654416","Audio compression format with lossless, lossy and hybrid compression modes"
"libldap","2.6.12-1",694165,"libsasl","","1","1770172976","Lightweight Directory Access Protocol (LDAP) client libraries"
"python-autocommand","2.2.2-9",87897,"python","","1","1768133969","A library to create a command-line program from a function"
"python-cffi","2.0.0-2",1447769,"python-pycparser","","1","1768133969","Foreign Function Interface for Python calling C code"
"libmysofa","1.3.3-1",1317034,"zlib","","1","1763758353","C library to read HRTFs if they are stored in the AES69-2015 SOFA format"
"protobuf","33.1-4",18785489,"abseil-cpp glibc libgcc libstdc++ zlib","","1","1772802691","Protocol Buffers - Google's data interchange format"
"libksba","1.6.8-1",330657,"bash libgpg-error glibc","","1","1772285549","Library for working with X.509 certificates, CMS data and related objects"
"kservice","6.23.1-1",678749,"gcc-libs glibc kconfig kcoreaddons ki18n qt6-base","","1","1772802693","Advanced plugin and service introspection"
"glycin","2.0.8-1",19829303,"bubblewrap cairo fontconfig gcc-libs glib2 glibc lcms2 libjxl librsvg libseccomp","","1","1771691677","Sandboxed and extendable image decoding"
"libdv","1.0.0-11",210214,"glibc popt","","1","1761447775","Decoder library for DV video"
"tree-sitter","0.25.10-3",255636,"","","1","1768133969","Incremental parsing library"
"libtirpc","1.3.7-1",441724,"krb5 glibc","","1","1760765879","Transport Independent RPC library (SunRPC replacement)"
"kmod","34.2-1",350816,"glibc zlib openssl xz zstd","","1","1760765879","Linux kernel module management tools and library"
"libdatrie","0.2.14-1",509877,"glibc","","1","1764210337","Double-array trie library"
"libsoxr","0.1.3-4",211977,"gcc-libs","","1","1760794778","The SoX Resampler library that aims to give fast and high quality results for any constant resampling ratio"
"audit","4.1.3-1",1049284,"bash glibc krb5 libkrb5.so=3-64 libgssapi_krb5.so=2-64 libcap-ng libcap-ng.so=0-64","","1","1772802691","Userspace components of the audit framework"
"imagemagick","7.1.2.15-1",25360105,"bzip2 cairo fftw fontconfig freetype2 glib2 glibc lcms2 liblqr libltdl libpng libraqm libxext libxml2 libgcc libstdc++ libgomp xz zlib","","1","1771903271","An image viewing/manipulation program"
"os-prober","1.84-1",59001,"sh","","","1771903271","Utility to detect other OSes on a set of drives"
"gdbm","1.26-2",752748,"glibc sh readline libreadline.so=8-64","","1","1768133965","GNU database library"
"qt6-base","6.10.2-1",67649775,"brotli dbus double-conversion fontconfig freetype2 gcc-libs glib2 glibc harfbuzz icu krb5 libb2 libcups libdrm libgl libice libinput libjpeg-turbo libpng libproxy libsm libx11 libxcb libxkbcommon libxkbcommon-x11 md4c mesa mtdev openssl pcre2 shared-mime-info sqlite systemd-libs tslib wayland xcb-util-cursor xcb-util-image xcb-util-keysyms xcb-util-renderutil xcb-util-wm xdg-utils zlib zstd qt6-translations","","1","1769908517","A cross-platform application and UI framework"
"waybar","0.15.0-2",2383782,"atkmm cairomm fmt glib2 glibc glibmm gpsd gtk-layer-shell gtk3 gtkmm3 jack jsoncpp libdbusmenu-gtk3 libevdev libgcc libinput libmpdclient libnl libpipewire libpulse libsigc++ libstdc++ libwireplumber libxkbcommon playerctl sndio spdlog systemd-libs upower wayland libatkmm-1.6.so=1-64 libcairomm-1.0.so=1-64 libgtk-3.so=0-64 libjack.so=0-64 libjsoncpp.so=26-64 libpipewire-0.3.so=0-64 libsndio.so=7-64 libspdlog.so=1.17-64 libudev.so=1-64 libupower-glib.so=3-64","","","1772285550","Highly customizable Wayland bar for Sway and Wlroots based compositors"
"libfreeaptx","0.2.2-1",57863,"glibc","","1","1760794933","Open Source aptX codec library"
